weekstart,country,totbookings,clicks_email,clicks_ppc_brand,clicks_ppc_non_brand,clicks_remarketing,clicks_shop_GoogleHA,clicks_shop_TripAdvisor,clicks_shop_Trivago,clicks_shop_other,cost_email,cost_ppc_brand,cost_ppc_non_brand,cost_remarketing,cost_shop_GoogleHA,cost_shop_TripAdvisor,cost_shop_Trivago,cost_shop_other,display_imps,display_net_spend_eur,olv_imps,olv_net_spend_eur,yt_imps,yt_cost,brandtv_grp,brandtv_net_spend_eur,drtv_grp,drtv_net_spend_eur,ooh_net_spend_eur,radio_net_spend_eur,print_net_spend_eur,cinema_net_spend_eur,meta_comp_grp,ota_comp_grp,value (currency rate),fb_imps,fb_cost,NewYearsDay,MartinL.KingsDay(US-CA),StValentinesDay,PresidentsDay(US-CA),EasterSunday,EasterMonday,LabourDay(DE-NW),MayDay(GB-EN),ChristsAscensionDay(DE-NW),WhitMonday(DE-NW),Remembrance/MemorialDay(US-CA),BankHoliday(GB-EN),IndependenceDay(US-CA),LabourDay(US-CA),GermanUnityDay(DE-NW),ThanksgivingDay(US-CA),ChristmasDay,BoxingDay,sales_Direct,sales_EMK,sales_Interco,sales_ppc_brand,sales_ppc_nonbrand,sales_Retargeting,sales_shop_googleha,sales_shop_other,sales_shop_tripadvisor,sales_shop_trivago,sales_Strat Part,spend_performance,spend_awareness_dig,spend_awareness_off,spend_awareness_total,t,woy,sin_woy,cos_woy,year,adstock_perf,adstock_aware,f_perf,f_aware,f_brand,y
2018-11-19,de,576122.0,367227.0,511209.24400048284,2440939.9092444987,180984.23757921785,323437.2157701219,175078.47389507294,295911.7609977722,522139.61415232276,0.0,63955.8840803607,1882236.0869178164,54888.72157941866,362674.66516737564,117294.88392734528,240753.17911863327,122038.58004692942,3999696.0,29510.296875,0.0,0.0,4520373.0,43374.23876953125,54.976,129334.68,0.0,0.0,0.0,0.0,0.0,0.0,57.1,5.5,1.0,12362224.0,88142.65810190253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,306205.0,15088.0,1614.0,57347.0,90788.0,2230.0,26034.0,5595.0,7160.0,14023.0,50038.0,2843842.0008378793,29510.296875,129334.68,158844.976875,151.0,47,-0.5680647467311559,0.8229838658936564,2018.0,7216546.3755990565,394320.6959834203,15.791887193667957,12.884922342403232,12.884922342403232,13.264076458547919
2018-11-26,de,542205.0,386743.0,478433.35635972215,2346731.0312685366,147397.09343183303,304722.17293775454,166088.84016656876,264474.9188041687,482049.4941110607,0.0,62193.98223099767,1834162.7427759266,49064.1363921487,340044.1003371308,111190.14072060585,217589.5231347084,107924.61902068353,3591276.0,30174.07177734375,0.0,0.0,3687361.0,38839.1796875,49.5883,120593.01,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.49,1.0,25689089.0,199246.29452857183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290867.0,11333.0,1665.0,53101.0,87499.0,2018.0,24818.0,5242.0,6598.0,12673.0,46391.0,2722169.2446122016,30174.07177734375,120593.01,150767.08177734376,152.0,48,-0.4647231720437684,0.88545602565321,2018.0,6988036.226479365,383589.9971477762,15.75971027742272,12.857332152341078,12.857332152341078,13.20340128201277
2018-12-03,de,538608.0,347396.0,484824.2383737776,2402160.9692160566,129267.64282769152,313570.4757472537,178044.46936130524,270707.8265018463,512030.9663031666,0.0,59273.8932006478,1833855.9026124896,39421.01480984261,350308.38462871674,122526.82396507263,242049.00494766235,106125.82240774858,5341043.0,38397.58935546875,0.0,0.0,4003602.0,38292.13342285156,44.1394,82034.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,1.0,23045035.0,174278.54546675886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287583.0,11462.0,1808.0,52486.0,88169.0,1852.0,24946.0,4937.0,6848.0,13074.0,45442.0,2753560.8465721803,38397.58935546875,82034.49,120432.07935546876,153.0,49,-0.35460488704253595,0.9350162426854147,2018.0,6886534.880359495,347395.1514766769,15.74507874157201,12.758221054652584,12.758221054652584,13.196745169208885
2018-12-10,de,509771.0,281339.0,475434.93395898514,2428836.274407841,98577.14760147885,288703.2795323501,157790.2446899414,253253.11275577545,440528.1899042397,0.0,65193.67757753151,1871541.9125091073,25695.499942229966,315899.14564775024,109806.38408184052,215978.1696896553,98109.72197004229,3198620.0,21203.676513671875,0.0,0.0,6607024.0,65712.14453125,49.832,99654.49,0.0,0.0,0.0,0.0,0.0,0.0,15.34,5.38,1.0,21251456.0,165548.687656944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274441.0,11108.0,1612.0,49582.0,84723.0,1078.0,22486.0,4524.0,6149.0,11629.0,42438.0,2702224.5114181573,21203.676513671875,99654.49,120858.16651367188,154.0,50,-0.2393156642875578,0.970941817426052,2018.0,6781959.891541868,326446.86034095334,15.729776835142966,12.696025522269371,12.696025522269371,13.14171884591639
2018-12-17,de,474149.0,191151.0,446748.05983325554,2216724.5744310007,100130.28189812029,256221.27671972362,142180.91874065608,251123.51921749115,407746.78638794203,0.0,53188.52805250146,1666117.438026066,25894.91682687766,254385.02382665148,95318.13364979568,226825.5956916809,96138.73651497958,3650843.0,25675.13525390625,0.0,0.0,6450647.0,65680.9091796875,54.4846,114433.07,0.0,0.0,0.0,0.0,0.0,0.0,121.81,0.6,1.0,22494419.0,166130.70425437047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255797.0,10491.0,1554.0,45154.0,77572.0,1080.0,19633.0,4418.0,5590.0,11653.0,41207.0,2417868.3725885525,25675.13525390625,114433.07,140108.20525390626,155.0,51,-0.12053668025532363,0.992708874098054,2018.0,6434903.959054259,332822.8744054856,15.677247629525558,12.715368723353397,12.715368723353397,13.069279006311874
2018-12-24,de,518719.0,304873.0,582328.2448295868,3071185.342629424,82975.51618386943,329270.54719571647,224526.83215183578,455450.686835289,659313.1622141288,0.0,75841.27396079879,2049403.0471379985,18488.11857422619,278345.1949638219,134337.4016970382,429829.2367095947,180982.485084335,2687399.0,20740.23291015625,0.0,0.0,4384300.0,42216.66345214844,68.4352,134811.9,0.0,0.0,0.0,0.0,0.0,0.0,340.38,135.51,1.0,24947521.0,145565.43438486214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,267773.0,13247.0,1748.0,49543.0,90527.0,1228.0,20037.0,6445.0,7312.0,17551.0,43308.0,3167226.7581278137,20740.23291015625,134811.9,155552.13291015624,156.0,52,-2.4492935982947064e-16,1.0,2018.0,6979094.0397272995,352376.630317897,15.75842981586434,12.772458692930298,12.772458692930298,13.159119517529449
2018-12-31,de,688642.0,596809.0,688351.776626704,3669182.383944466,209059.70437984637,422917.58401435055,267249.6409006119,480340.9599285125,926676.5951168477,0.0,81011.00949817432,2582323.7481273925,51500.161476870235,366847.07212231663,150487.5418870449,396543.39918899536,256504.2452868245,4303240.0,26519.63623046875,0.0,0.0,9574139.0,74157.68212890625,61.88,114975.49,0.0,0.0,0.0,0.0,0.0,0.0,42.81,31.24,1.0,22375200.0,86751.08123164896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357004.0,18504.0,1883.0,67936.0,116694.0,2007.0,27964.0,8900.0,9610.0,19576.0,58566.0,3885217.177587618,26519.63623046875,114975.49,141495.12623046874,157.0,1,0.12053668025532306,0.992708874098054,2018.0,8023225.270819613,350635.59389474185,15.897851177107592,12.767505621078882,12.767505621078882,13.442478273478597
2019-01-07,de,793032.0,515610.0,763270.9328034982,3865089.203044465,261052.67988766098,477106.2477624035,266922.1967353821,514130.16963100433,1011056.4771745768,0.0,85996.28849815122,3047839.305776118,67935.36929405243,462918.46475681296,164615.41321063042,445512.6301293373,277246.52916398156,2000741.0,19187.294921875,0.0,0.0,9107828.0,69600.46740722656,60.5885,114741.58,0.0,0.0,0.0,0.0,0.0,0.0,626.2,541.0,1.0,21028277.0,84927.58110153116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412169.0,19228.0,2065.0,80691.0,130449.0,2630.0,34599.0,9413.0,9891.0,21310.0,70587.0,4552064.000829084,19187.294921875,114741.58,133928.87492187502,158.0,2,0.23931566428755777,0.970941817426052,2019.0,9316595.600607323,341596.9394255611,16.04730794836173,12.74138970875178,12.74138970875178,13.583620113874723
2019-01-14,de,763689.0,531976.0,731278.8390865948,3695124.414288333,350952.43835747865,463155.4484752618,246465.3481502533,499384.38433265686,1071502.0463485478,0.0,81134.04722230308,2964437.3851409764,100839.71064254246,460080.5386797934,167245.00189948082,426443.5605506897,263492.18408795726,1602975.0,18222.41552734375,0.0,0.0,9937031.0,80117.185546875,57.1553,,0.0,0.0,0.0,0.0,0.0,0.0,541.1,439.9,1.0,22044198.0,101111.71614584245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396925.0,16745.0,1667.0,77643.0,123923.0,3940.0,34333.0,9199.0,9183.0,21367.0,68755.0,4463672.428223743,18222.41552734375,0.0,18222.41552734375,159.0,3,0.3546048870425356,0.9350162426854148,2019.0,10005864.163327344,220512.5935358916,16.118681995357573,12.303714620657686,12.303714620657686,13.54591722664383
2019-01-21,de,737562.0,471209.0,700714.3763754208,3641871.1448191986,325158.1454725308,451364.36338712927,239241.29705142975,465601.8607568741,990577.0968749386,0.0,71035.95620487742,2984811.4988552453,97085.110361946,458305.8151255183,163355.420940876,391734.3993573189,243134.35517635924,1532880.0,17400.5869140625,0.0,0.0,9998983.0,84342.716796875,59.5468,,0.0,0.0,0.0,0.0,0.0,0.0,640.2,413.4,1.0,18644254.0,113690.64808641958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384237.0,15846.0,1782.0,74533.0,120023.0,4100.0,33013.0,8962.0,9107.0,20169.0,65778.0,4409462.556022141,17400.5869140625,0.0,17400.5869140625,160.0,4,0.46472317204376856,0.8854560256532099,2019.0,10367259.06383896,147175.8350073321,16.154163327727943,11.899390102018716,11.899390102018716,13.511106787276526
2019-01-28,de,740765.0,289880.0,687826.0744544019,3573835.835459879,334152.13827921054,460714.89771235036,237971.72117614746,463878.8545484543,1031999.0106947529,0.0,65902.69378289877,2890553.9074993534,98414.37189629012,480046.96136490203,165830.0814640522,396770.47144031525,249450.7761607413,4725847.0,28541.871826171875,0.0,0.0,9218720.0,78274.7109375,66.6999,,0.0,0.0,0.0,0.0,0.0,0.0,584.9,350.8,1.0,13274686.0,82368.17674328393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382910.0,17196.0,1957.0,73347.0,121365.0,4137.0,34147.0,9278.0,9010.0,20297.0,67113.0,4346969.2636085525,28541.871826171875,0.0,28541.871826171875,161.0,5,0.5680647467311558,0.8229838658936564,2019.0,10521075.453363167,114824.576356584,16.168891084503226,11.65116952861605,11.65116952861605,13.515440064932545
2019-02-04,de,745727.0,484713.0,677372.7480953953,3572506.4042575927,365463.0821223963,459385.7165420518,230509.83178295204,469200.8875322342,990484.1714254384,0.0,69293.81438520076,2962428.02085504,105639.97674459276,492461.5740380115,162457.51023144973,428804.12564611435,241990.425116131,8501839.0,32887.42919921875,0.0,0.0,10668224.0,90089.802734375,76.3195,,0.0,0.0,0.0,0.0,0.0,0.0,397.2,202.6,1.0,15559509.0,109374.71422263817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384310.0,17219.0,2168.0,72879.0,123595.0,4129.0,34175.0,9320.0,9007.0,21492.0,67432.0,4463075.44701654,32887.42919921875,0.0,32887.42919921875,162.0,6,0.6631226582407952,0.7485107481711011,2019.0,10730333.723784741,99752.22191109887,16.188585309254037,11.51045463409112,11.51045463409112,13.522116201438998
2019-02-11,de,717946.0,537216.0,635651.1282917793,3337348.7626205506,326493.4075637188,430965.7558865781,218836.54179000854,442714.54937362665,739123.0917068741,0.0,68481.88955578677,2758808.0506528243,98840.95407738312,475902.0126207679,153094.4303061962,417353.64070367813,210208.03075148544,9128517.0,33173.69677734375,0.0,0.0,12209028.0,104164.162109375,81.7265,,0.0,0.0,0.0,0.0,0.0,0.0,372.7,207.2,1.0,16706201.0,113726.2967008475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374158.0,16469.0,2333.0,68326.0,116925.0,3851.0,32121.0,8558.0,8580.0,20506.0,66119.0,4182689.008668122,33173.69677734375,0.0,33173.69677734375,163.0,7,0.7485107481711011,0.6631226582407953,2019.0,10580278.338894028,90671.75009124563,16.174502386587854,11.41501215095377,11.41501215095377,13.484151029149826
2019-02-18,de,718737.0,496667.0,625459.8129686231,3286247.0685456824,329383.98961849074,437809.0650744019,215226.5906906128,410788.33538913727,753999.4809956303,0.0,66074.79037950454,2721054.455658204,97822.57946513825,482493.01094453264,150505.83465075493,381201.6235156059,230108.67445044886,7190834.0,30036.819091796875,0.0,0.0,12218651.0,104385.419921875,83.7131,,0.0,0.0,0.0,0.0,0.0,0.0,422.6,197.2,1.0,17233810.0,118090.94939685846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380632.0,16231.0,2211.0,66195.0,115101.0,3868.0,32683.0,8755.0,8421.0,19207.0,65435.0,4129260.969064189,30036.819091796875,0.0,30036.819091796875,164.0,8,0.8229838658936565,0.5680647467311558,2019.0,10424230.72501481,81827.19063384399,16.15964362749127,11.31237709199558,11.31237709199558,13.485252175302149
2019-02-25,de,713414.0,181465.0,609184.2879512977,3152936.868147981,302154.0013045069,441124.6178267092,201909.34972626698,417828.72182559967,784517.5452837021,0.0,66848.94194290899,2714290.291518508,94149.86317916504,482485.8666666768,139310.14762987138,391953.821223259,235537.1888197853,5661586.0,28911.385498046875,0.0,0.0,6052349.0,55336.17529296875,121.96,,0.0,0.0,0.0,0.0,0.0,0.0,303.3,165.1,1.0,14102144.0,93340.73347812775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377235.0,15711.0,2251.0,65541.0,114079.0,3440.0,32927.0,8818.0,8243.0,19240.0,65929.0,4124576.1209801743,28911.385498046875,0.0,28911.385498046875,165.0,9,0.8854560256532099,0.4647231720437686,2019.0,10313857.82663955,75631.12509896612,16.1489990659523,11.233636407079752,11.233636407079752,13.477818577758214
2019-03-04,de,767784.0,456200.0,644343.4090602997,3463857.069844901,229707.65976996179,482674.0086542909,222973.02213191986,440356.8213529587,862095.6515274815,0.0,67017.12219004569,2967601.904783655,72737.44434958806,537593.5550905268,158351.27404093742,400087.16028261185,246895.09588375853,7540930.0,39843.46826171875,0.0,0.0,3331677.0,29453.849609375,106.7499,,0.0,0.0,0.0,0.0,0.0,0.0,258.8,181.0,1.0,14019417.0,89086.26408310469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406359.0,16473.0,2419.0,70092.0,124736.0,2844.0,36049.0,9547.0,9035.0,19733.0,70490.0,4450283.556621123,39843.46826171875,0.0,39843.46826171875,166.0,10,0.9350162426854148,0.35460488704253557,2019.0,10562141.057316687,82972.65250929062,16.17278666200866,11.326278396737004,11.326278396737004,13.55126502502041
2019-03-11,de,752289.0,519131.0,643334.4031132832,3449712.3973947065,207790.5229287049,496787.54630999896,224573.7617194109,441282.22230911255,835463.1450134281,0.0,66393.66309558331,2997705.722287652,69465.59752059584,575158.9909821295,162889.47727090062,399920.5267572403,220103.807510036,5981704.0,33252.7939453125,0.0,0.0,3668030.0,31247.5478515625,98.3075,,0.0,0.0,0.0,0.0,0.0,0.0,192.5,292.3,1.0,17283413.0,122236.6620664291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401701.0,16198.0,2407.0,67733.0,119061.0,2864.0,35950.0,8690.0,8644.0,19015.0,70027.0,4491637.7854241375,33252.7939453125,0.0,33252.7939453125,167.0,11,0.970941817426052,0.23931566428755782,2019.0,10753949.863522116,82730.31884410312,16.190783767206312,11.323353513603195,11.323353513603195,13.530877166890512
2019-03-18,de,719650.0,450495.0,607932.2100757742,3223311.1238289974,194825.8798879209,463520.00309828133,200368.09312898017,421860.29650115967,749113.6977240569,0.0,62962.38618186866,2833881.46139801,64240.20942312421,565583.4048990657,137369.09816085908,391142.97187948227,189055.32420302433,6061033.0,35340.5888671875,0.0,0.0,11792404.0,101349.486328125,113.7213,,0.0,0.0,0.0,0.0,0.0,0.0,178.9,275.9,1.0,19063624.0,144093.38436971075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389213.0,15509.0,2463.0,62706.0,112869.0,2521.0,33257.0,7595.0,7760.0,18451.0,67305.0,4244234.856145434,35340.5888671875,0.0,35340.5888671875,168.0,12,0.992708874098054,0.120536680255323,2019.0,10622542.735653745,84686.51713174686,16.17848906822822,11.346723492349826,11.346723492349826,13.486521651254224
2019-03-25,de,699085.0,254977.0,583386.5781295123,3141079.9416654618,239684.75815407716,445503.98530295293,205694.03740848604,403995.4070587158,707494.4402156607,0.0,59902.93830933307,2812808.564700795,66688.34685974673,534834.5477654387,138204.7733940634,384111.51713371277,186042.05884146618,5356078.0,34590.828857421875,0.0,0.0,9700968.0,85664.669921875,108.7401,,0.0,0.0,0.0,0.0,0.0,0.0,182.3,278.9,1.0,22767729.0,189836.60737624942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373842.0,15314.0,2715.0,61657.0,110473.0,2948.0,32836.0,7779.0,8148.0,18527.0,64844.0,4182592.7470045555,34590.828857421875,0.0,34590.828857421875,169.0,13,1.0,6.123233995736766e-17,2019.0,10483105.997130152,84923.34529057812,16.165275662110673,11.349516083732988,11.349516083732988,13.45752904655217
2019-04-01,de,714099.0,233188.0,570786.2509525398,3182919.364676917,226980.3657311845,467840.1133110549,225462.0703240633,407217.8421077728,709836.0747823265,0.0,67917.28514059189,2761063.463904972,61364.87857994465,568480.2438606061,159972.7758539021,414399.54461956024,191383.7803737509,7619608.0,46614.0517578125,0.0,0.0,7104649.0,64244.078857421875,70.70499885,,0.0,0.0,0.0,0.0,0.0,0.0,206.6,222.1,1.0,26955104.0,206401.23843453586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378935.0,15006.0,2389.0,60850.0,114967.0,2890.0,35110.0,8164.0,9233.0,19759.0,66796.0,4224581.972333328,46614.0517578125,0.0,46614.0517578125,170.0,14,0.992708874098054,-0.12053668025532288,2019.0,10439483.041311257,97015.67640934062,16.16110571786715,11.48263816445445,11.48263816445445,13.478778287537201
2019-04-08,de,755324.0,248257.0,638066.2658344764,3475308.451484861,236875.6558638173,515620.00355682813,240641.36031549945,397721.5906429291,771142.3710304623,0.0,77128.03502790871,2974839.6616238505,65767.60669359736,650757.9532154988,169169.68180510792,373975.899764061,218444.76096355403,7675386.0,45124.13720703125,0.0,0.0,3112004.0,27764.859619140625,75.09360145,,0.0,0.0,0.0,0.0,0.0,0.0,188.8,233.2,1.0,16586063.0,110144.9461781486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400836.0,15628.0,2394.0,65746.0,122478.0,3087.0,37394.0,8650.0,9902.0,19009.0,70201.0,4530083.599093579,45124.13720703125,0.0,45124.13720703125,171.0,15,0.9709418174260521,-0.2393156642875575,2019.0,10723520.310060501,102776.35233377188,16.187950140085142,11.540320299694583,11.540320299694583,13.534903399184454
2019-04-15,de,625665.0,221422.0,515863.20780142525,2886815.4131890694,203745.56805568576,420078.1821600668,178521.42065370083,335891.40507411957,610422.2131716438,0.0,56017.988812766605,2342465.622657826,58085.12811943633,482412.0934731274,114505.11261329055,329700.5970594883,169551.8244828308,7784097.0,38129.15185546875,0.0,0.0,3547448.0,35429.644775390625,69.23430878,,0.0,0.0,0.0,0.0,0.0,0.0,180.4,107.9,1.0,11098704.0,68754.9475875589,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343114.0,12366.0,2140.0,50195.0,96709.0,2539.0,30025.0,6546.0,7300.0,16398.0,58331.0,3552738.3672187664,38129.15185546875,0.0,38129.15185546875,172.0,16,0.9350162426854148,-0.3546048870425357,2019.0,9917494.82533691,99290.46003637499,16.10981101043148,11.505814844687126,11.505814844687126,13.346571961369868
2019-04-22,de,702114.0,338847.0,583614.2966591433,3339299.5785354306,223440.82033742045,482722.78855622665,209126.56624489278,397022.6429319382,811526.421752657,0.0,67340.36797279853,2662639.7976994994,62898.98991478067,531479.1434274263,135644.27998567373,380718.6582801342,216329.31210309753,9262135.0,40405.05224609375,0.0,0.0,5815588.0,64418.587890625,77.25163025,,0.0,0.0,0.0,0.0,0.0,0.0,169.9,69.7,1.0,2647338.0,15792.91900342219,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380923.0,13825.0,2270.0,57966.0,111741.0,2682.0,33595.0,7696.0,8242.0,18366.0,64808.0,4057050.5493834103,40405.05224609375,0.0,40405.05224609375,173.0,17,0.8854560256532099,-0.4647231720437685,2019.0,9938270.404125394,99493.72801127187,16.11190366050438,11.5078599369316,11.5078599369316,13.461852487255118
2019-04-29,de,717867.0,303972.0,619651.2957155983,3555782.611351992,233449.92004005017,473893.08859866124,209611.57467614114,369553.27401542664,819840.0734533212,0.0,111007.99876971536,2749098.0479609543,64720.36266575944,529547.8544080199,141680.00097586215,355904.31418323517,211959.6249551399,9605691.0,42981.85009765625,0.0,0.0,6033948.0,60857.723876953125,83.36988713,,0.0,0.0,0.0,0.0,0.0,0.0,162.4,76.9,1.0,6881133.0,45709.05895276134,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384388.0,13936.0,2406.0,63896.0,115515.0,2899.0,34294.0,8558.0,8542.0,17265.0,66169.0,4163918.203918686,42981.85009765625,0.0,42981.85009765625,174.0,18,0.8229838658936565,-0.5680647467311557,2019.0,10052132.771731546,102008.86963654062,16.12329548552877,11.532824848727905,11.532824848727905,13.484040987117837
2019-05-06,de,715751.0,363381.0,633962.2647476797,3446096.989527601,239039.0953421597,480063.45902034343,195194.46146271186,343916.06985092163,888705.992183168,0.0,99364.08304721821,2820835.7478081873,66522.09719955706,539876.440562209,134915.41818677826,317657.5903406143,233203.3120610585,9022284.0,44994.736328125,0.0,0.0,6046099.0,65354.755859375,76.8199,,0.0,0.0,0.0,0.0,0.0,0.0,190.2,77.6,1.0,10709768.0,74475.50226197738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385145.0,14259.0,2482.0,65291.0,112399.0,2821.0,34549.0,8398.0,7780.0,16720.0,65906.0,4212374.689205622,44994.736328125,0.0,44994.736328125,175.0,19,0.7485107481711013,-0.663122658240795,2019.0,10168212.085338518,105641.53886249688,16.134777048097078,11.567816399277302,11.567816399277302,13.4810890172282
2019-05-13,de,704198.0,314026.0,647612.2214929233,3458440.3905373947,270599.21442127,494977.815967277,189853.23779847633,347419.22853565216,935088.1038714898,0.0,76027.5508841712,2923142.7772712633,78912.36670806214,540796.3638393735,130298.19585402624,326146.6561501026,229123.65386331166,7869676.0,40098.65673828125,0.0,0.0,5811913.0,60900.65087890625,77.133,,0.0,0.0,0.0,0.0,0.0,0.0,243.9,85.4,1.0,11880677.0,82073.14924064129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377812.0,13921.0,2299.0,64896.0,110552.0,3367.0,35372.0,8257.0,7278.0,16189.0,64248.0,4304447.5645703105,40098.65673828125,0.0,40098.65673828125,176.0,20,0.6631226582407952,-0.7485107481711012,2019.0,10334087.968052026,102889.99387067187,16.15095859704826,11.541425394869046,11.541425394869046,13.46481626565096
2019-05-20,de,708944.0,335864.0,677092.3302328871,3527036.673820527,256965.7190732277,515045.0448641574,193891.4301280597,528419.5531330109,910271.2675878549,0.0,94521.57145631187,2918544.763196781,69953.35707976068,551648.5976619754,132379.3885152667,596404.7478270531,224481.56182261114,8703893.0,45436.04833984375,0.0,0.0,5873839.0,62078.3984375,74.0812,,0.0,0.0,0.0,0.0,0.0,0.0,225.8,79.1,1.0,12905097.0,91306.04748199559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375997.0,14253.0,2159.0,65985.0,110246.0,3122.0,35644.0,8073.0,7277.0,23043.0,63137.0,4587933.98755976,45436.04833984375,0.0,45436.04833984375,177.0,21,0.5680647467311558,-0.8229838658936564,2019.0,10718135.271397447,106589.051566225,16.18744784321226,11.576745461464142,11.576745461464142,13.471533228457288
2019-05-27,de,712696.0,300244.0,683977.5111792559,3867582.6846683715,231284.66888108556,523300.55534008617,196128.1952029994,494087.94739437103,1021740.6005953595,0.0,107190.10945866455,3082817.3047967344,61444.36121128037,512637.8994552714,128848.49020056493,532192.5732450485,246567.9156935705,38946479.0,129190.7958984375,0.0,0.0,6576672.0,70405.46142578125,75.4324,,0.0,0.0,0.0,0.0,0.0,0.0,283.2,90.5,1.0,10460996.0,69626.61027044874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,374368.0,14210.0,2421.0,65627.0,116456.0,3151.0,34904.0,8991.0,7348.0,22319.0,62894.0,4671698.654061135,129190.7958984375,0.0,129190.7958984375,178.0,22,0.4647231720437687,-0.8854560256532098,2019.0,11031623.062159177,192361.2897666,16.216276620840482,12.167135798869307,12.167135798869307,13.476811644136358
